,Gender,Age,Attendance
3874,1,58,0.71
9238,0,51,0.71
1368,1,50,0.71
9089,1,17,0.79
9120,0,17,0.57
8206,1,46,0.49
9159,0,82,0.76
8055,1,61,0.81
1106,0,31,0.82
3425,1,43,0.74
4336,1,97,0.5
3968,0,68,0.42
1254,1,51,0.99
2648,0,31,0.62
2923,1,46,0.58
4780,0,45,0.69
1639,1,28,0.95
1133,0,67,0.35
3519,1,90,0.81
6515,1,33,0.66
7725,0,57,0.81
271,0,50,0.58
5349,1,57,0.85
1547,1,40,0.68
4310,1,37,0.68
1018,1,71,0.84
4440,0,58,0.92
9030,0,56,0.79
5711,1,31,0.56
4891,0,60,0.36
7891,0,35,0.81
8604,1,77,0.97
4438,0,58,0.68
8569,1,60,0.82
1491,0,65,0.81
8930,1,45,0.71
3615,0,57,0.82
52,1,63,0.85
5405,0,36,0.4
5094,1,62,0.92
3094,0,51,0.64
1389,1,56,0.35
7884,0,33,0.81
3478,0,41,0.76
4191,0,27,0.6
5595,1,41,0.79
3222,1,51,0.79
1632,1,50,0.8
5694,1,39,0.59
7731,0,36,0.69
467,1,76,0.92
9651,1,44,0.66
9095,1,17,0.76
71,1,64,0.78
9817,1,53,0.89
5052,1,40,0.95
1207,1,37,0.86
1590,0,64,0.54
5159,0,40,0.93
5624,1,36,0.79
658,1,56,0.73
7901,1,51,0.63
8255,1,64,0.95
6538,0,67,0.52
5172,0,48,0.6
3036,1,29,0.77
8646,1,41,0.87
5479,1,49,0.92
6478,0,69,0.77
402,0,63,0.78
5085,1,81,0.9
5541,1,46,0.92
1472,1,56,0.57
8869,1,35,0.83
3356,0,42,0.9
9443,1,38,0.83
1983,0,17,0.49
4918,1,59,0.79
5059,1,58,0.81
3843,0,57,0.91
1033,1,49,1.0
174,0,33,0.93
9131,0,52,0.88
3102,0,78,0.92
7713,1,67,0.91
8526,1,41,0.81
9065,1,70,0.82
2853,0,49,0.5
1486,1,71,0.83
6151,0,49,0.36
4293,0,41,0.91
8488,0,84,0.49
7560,0,39,0.3
9505,1,76,0.94
9667,1,57,0.63
5626,1,52,0.52
3845,1,33,0.58
5841,0,47,0.77
8570,1,37,0.86
3110,0,55,0.81
3918,1,47,0.87
4138,1,29,0.83
2172,1,48,0.32
2599,1,45,0.71
8013,0,22,0.73
9107,0,55,0.74
5967,0,23,0.93
5867,1,68,0.6
3820,1,50,0.89
9148,0,63,0.8
1887,0,72,0.49
8336,1,50,0.89
3717,1,71,0.83
1182,0,69,0.66
9866,1,76,0.74
5004,0,43,0.64
4602,1,49,0.87
9854,1,58,0.78
1722,0,62,0.89
2884,0,31,0.72
2994,1,28,0.51
4763,0,45,0.79
9078,0,80,0.71
4056,0,51,0.8
5380,0,32,0.87
8525,1,54,0.87
8345,1,65,0.81
5516,0,44,0.55
6645,1,32,0.68
5936,0,32,0.71
7880,1,37,0.78
721,0,48,0.57
373,0,35,0.92
8186,1,20,0.89
8023,0,67,0.61
6734,0,70,0.78
312,1,42,0.61
8116,0,39,0.58
42,1,66,0.47
7033,1,45,0.59
7045,1,30,0.71
7196,0,59,0.94
8609,0,56,0.48
4753,1,48,0.91
2791,0,74,0.63
8896,1,47,0.73
732,0,43,0.57
6594,0,45,0.61
944,0,23,0.97
5256,1,50,0.66
9210,1,33,0.6
8187,0,49,0.74
5565,1,64,0.87
9099,1,60,0.74
1693,0,66,0.5
519,1,38,0.75
814,0,70,0.69
818,1,62,0.73
4830,0,50,0.37
9577,0,32,0.62
7058,0,46,0.72
5217,1,35,0.86
3734,0,54,0.69
6272,1,38,0.91
6010,1,38,0.81
6833,1,80,0.9
7790,0,29,0.64
2592,1,55,0.79
379,0,74,0.81
2251,1,44,0.46
4439,0,28,0.9
2148,0,63,0.91
3726,1,25,0.8
2566,1,49,0.91
6038,0,86,0.54
1803,1,50,0.96
9855,1,43,0.85
7145,0,47,0.84
3621,0,39,0.83
6108,0,40,0.63
1594,0,73,0.7
7061,0,39,0.8
4890,0,63,0.82
7610,0,51,0.54
8907,1,56,0.83
2559,1,49,0.81
4208,0,25,0.38
5095,0,57,0.94
7528,0,45,0.62
1582,1,57,0.87
2547,0,46,0.69
8511,0,57,0.6
7078,0,22,0.62
4321,1,37,0.67
5138,0,72,0.78
6884,0,69,0.84
6541,1,78,0.78
1763,0,53,0.64
6684,0,66,0.47
6472,1,31,0.6
2843,0,63,0.61
4944,0,70,0.55
8405,1,34,0.92
4433,0,55,0.85
8995,0,40,0.78
8121,1,45,0.78
6356,1,67,0.85
5278,1,69,0.9
7280,0,32,0.85
4132,1,54,0.79
105,0,35,0.68
4946,0,50,0.39
2806,1,48,0.84
6509,1,61,0.65
6825,1,39,0.9
2953,0,61,0.57
8757,0,39,0.75
7519,1,83,0.75
4345,0,48,0.75
7802,0,56,0.93
3236,0,39,0.7
2829,0,45,0.71
2502,1,37,0.62
317,0,48,0.82
1200,1,50,0.69
7919,0,71,0.7
2278,1,54,0.76
7463,1,45,0.89
8844,0,52,0.68
8262,1,13,0.65
7988,1,39,0.74
2658,0,64,0.7
1174,0,58,0.58
1088,0,54,0.91
8734,0,36,0.87
8020,0,46,0.92
8602,1,60,0.67
4064,0,38,0.62
9777,0,49,0.3
7295,0,74,0.77
2091,1,37,0.49
4635,0,27,0.72
601,0,46,0.69
5428,0,62,0.82
7753,0,54,0.85
2219,0,66,0.57
5858,1,48,0.78
9029,1,62,0.77
624,0,29,0.69
8998,0,60,0.73
4978,1,41,0.74
5580,1,45,0.79
3115,1,49,0.94
8829,0,56,0.78
8615,0,62,0.92
4823,0,59,0.87
7111,0,40,0.72
1996,1,27,0.75
8090,0,33,0.76
4472,0,29,0.66
9790,1,51,0.78
2486,0,27,0.69
8342,0,16,0.89
1580,0,55,0.87
6045,0,48,0.87
5870,1,27,0.67
8818,1,59,0.83
7125,1,60,0.97
3002,0,32,0.96
4601,1,46,0.64
143,1,9,0.85
4813,0,33,0.91
6727,1,60,0.83
5251,1,55,0.62
3452,0,48,0.49
3605,0,68,0.88
7871,1,52,0.78
4420,1,52,0.91
2171,0,49,0.96
4975,1,38,0.25
5171,0,31,0.63
4720,0,29,0.78
2832,1,45,0.57
1527,1,58,0.15
7424,0,52,0.63
8809,1,46,0.59
9516,0,43,0.74
6078,0,85,0.68
690,1,25,0.92
2288,0,49,0.75
3302,0,39,0.69
5785,0,39,0.71
9542,1,35,0.85
6602,1,13,0.82
5782,0,50,0.65
5788,0,71,0.42
4561,1,69,0.86
1187,0,55,0.91
1191,0,70,0.8
8337,1,54,0.89
6350,0,23,0.85
3572,1,44,0.85
6976,1,73,0.76
1834,0,56,0.77
9303,1,61,0.69
7399,1,47,0.54
5726,0,38,0.63
2499,1,59,0.65
6035,1,45,0.86
4196,1,58,0.72
3827,0,24,0.59
878,1,21,0.78
1455,0,48,0.64
8583,0,62,0.73
5371,0,79,0.8
7955,0,65,0.73
8667,0,54,0.95
1694,0,68,0.93
9487,1,59,0.74
2092,0,73,0.67
6932,1,28,0.85
9329,1,49,0.5
5331,1,57,0.98
7788,0,58,0.87
832,1,66,0.92
7337,0,54,0.65
591,1,75,0.93
5716,0,46,0.75
5731,0,58,0.65
109,1,67,0.93
7498,0,38,0.67
1052,0,84,0.75
1311,1,42,0.77
668,1,57,0.87
8445,0,43,0.93
7456,0,33,0.76
5168,0,44,0.56
5588,1,61,0.59
843,0,49,0.58
4509,1,51,0.85
9076,0,69,0.78
4547,1,20,0.85
5354,0,57,0.73
4752,1,28,0.97
5677,0,38,0.83
5582,0,48,0.79
1485,1,46,0.8
5423,1,40,0.92
2737,1,69,0.85
2267,1,34,0.74
6165,0,50,0.92
2808,1,38,0.66
869,1,65,0.73
2468,0,48,0.57
7493,0,19,0.46
8642,0,41,0.78
5656,0,48,0.78
1979,1,79,0.86
696,1,46,0.9
1741,1,48,0.94
3718,0,46,0.79
9003,1,55,0.85
7796,1,38,0.84
2189,1,61,0.63
5006,1,55,0.5
5617,1,88,0.64
5145,0,44,0.69
8147,1,33,0.86
505,1,37,0.69
9753,0,55,0.7
3303,1,39,0.68
8597,0,46,0.8
7897,1,57,0.69
3640,0,55,0.66
6461,0,74,0.61
183,0,69,0.92
7264,1,20,0.8
3082,1,59,0.78
1876,1,36,0.94
5813,0,29,0.97
609,1,60,0.69
2033,1,62,0.66
3981,1,58,0.92
6629,0,56,0.9
6422,1,54,0.9
1968,1,29,0.66
6774,0,55,0.81
20,1,59,0.5
7183,0,50,0.53
8519,1,62,0.78
3270,0,70,0.74
2518,1,52,0.85
5984,0,44,0.89
7862,0,76,0.88
2178,1,23,0.7
4979,0,34,0.82
3410,0,36,0.64
9779,1,84,0.94
489,0,38,0.37
7740,1,27,0.81
8798,1,45,0.83
3212,1,79,0.84
152,1,64,0.85
889,0,66,0.46
6423,1,21,0.76
269,1,40,0.95
96,1,23,0.74
7676,0,74,0.44
6713,0,68,0.85
3885,1,50,0.34
9764,0,73,0.51
7710,0,44,0.87
1067,0,61,0.54
7500,0,62,0.68
5195,0,64,0.77
2760,0,61,0.88
6221,1,43,0.64
6407,1,66,0.49
715,1,41,0.96
4059,1,44,0.84
9838,1,50,0.68
4565,0,30,0.96
1798,1,42,0.49
461,1,47,0.67
5373,0,29,0.57
2944,0,24,0.76
9537,1,48,0.73
4791,1,35,0.76
5271,1,55,0.74
5848,0,53,0.94
5024,1,69,0.76
7470,0,64,0.67
1214,1,37,0.9
1372,1,41,0.86
243,0,67,0.76
4039,1,63,0.82
7961,0,55,0.57
7255,1,56,0.84
1679,1,7,0.49
7586,0,65,0.76
9504,0,38,0.81
648,0,69,0.88
4409,0,62,0.84
155,0,29,0.8
3428,0,81,0.69
9495,1,21,0.67
1150,0,76,0.83
3047,0,58,0.34
1046,0,42,0.78
1306,0,40,0.9
7906,0,22,0.75
2244,1,36,0.74
15,1,43,0.75
2669,1,7,0.71
9552,0,51,0.61
1844,0,61,0.72
3098,1,37,0.82
1612,1,46,0.42
8689,1,43,0.69
7108,0,71,0.42
1337,1,57,0.83
1478,0,44,0.61
9287,0,68,0.65
542,0,66,0.92
4074,1,60,0.46
431,1,62,0.8
6771,0,52,0.67
8920,1,49,0.68
2561,1,43,0.87
9529,0,58,0.7
3606,1,68,0.97
2877,1,32,0.72
4415,0,29,0.83
1031,0,66,0.36
6121,0,55,0.85
6285,1,73,0.67
1110,0,51,0.64
1888,0,41,0.8
9719,1,49,0.77
753,1,56,0.5
3049,0,43,0.89
8151,0,54,0.48
562,1,29,0.73
6542,0,71,0.9
8093,0,51,0.54
4764,0,53,0.64
3562,1,52,0.68
8444,0,62,0.65
2516,1,46,0.81
2962,0,43,0.69
5374,0,57,0.88
5396,0,43,0.58
9394,1,73,0.81
3462,1,49,0.69
7751,0,51,0.87
4225,1,24,0.8
144,1,46,0.8
5056,0,62,0.91
2895,1,65,0.87
7813,0,49,0.87
905,0,20,0.84
5192,1,47,0.76
235,0,43,0.76
