ID,Gender,Age,StudentId,Attendance,TestScore
2672,male,33,64 Ar,0.36,19.29
2673,male,70,27 nv,0.62,58.55
2674,female,48,15 aG,0.88,66.06
2675,female,55,09 xH,0.71,55.84
2676,female,79,20 Qo,0.84,69.28
2677,male,38,59 aP,0.47,22.96
2678,male,54,47 Cg,0.77,68.51
2679,male,65,41 PA,0.62,52.95
2680,male,34,87 Oo,0.91,78.27
2681,male,38,17 Zw,0.6,48.48
2682,female,75,02 sO,0.94,86.19
2683,male,31,17 bo,0.62,39.58
2684,female,47,85 ln,0.87,71.78
2685,male,68,30 Mk,0.65,59.69
2686,female,61,74 Aq,0.58,58.88
2687,female,47,62 Xk,0.69,59.4
2688,male,65,75 PF,0.83,76.71
2689,male,28,73 uw,0.71,52.45
2690,female,64,53 rU,0.4,37.21
2691,female,33,31 lU,0.75,68.09
2692,female,33,33 Gp,0.81,73.55
2693,male,64,38 bh,0.7,73.62
2694,male,88,97 Jr,0.59,52.43
2695,female,24,75 UO,0.87,64.06
2696,male,42,30 Bm,0.86,96.61
2697,female,42,93 QW,0.88,55.81
2698,female,38,27 Oz,0.74,58.04
2699,male,58,20 Cg,0.69,64.4
2700,female,31,13 Dc,0.81,69.4
2701,male,74,56 xf,0.69,57.49
2702,male,56,30 LN,0.82,72.67
2703,male,73,01 dx,0.53,64.65
2704,female,7,72 IU,0.71,61.54
2705,female,61,13 oy,0.61,42.89
2706,male,60,98 RW,0.53,52.16
2707,female,59,30 kV,0.69,57.66
2708,female,51,32 fI,0.9,91.54
2709,male,45,94 EA,0.75,50.74
2710,male,39,89 Hg,0.96,86.61
2711,female,48,02 bj,0.86,82.08
2712,female,76,09 ib,0.54,36.89
2713,male,53,36 Qe,0.82,69.6
2714,male,48,75 eb,0.78,58.5
2715,female,29,29 LJ,0.84,67.04
2716,male,42,11 wJ,0.36,36.57
2717,male,70,79 jE,0.66,54.37
2718,male,62,38 Rm,0.61,59.05
2719,female,51,48 WR,0.59,45.91
2720,female,65,42 dh,0.96,85.57
2721,male,42,42 xi,0.63,77.53
2722,female,57,02 eJ,0.56,32.1
2723,male,65,15 rs,0.93,88.15
2724,male,56,33 FO,0.55,40.54
2725,male,46,44 tg,0.8,82.78
2726,male,47,37 lj,0.78,73.7
2727,male,68,53 Bc,0.68,53.48
2728,male,42,95 kk,0.78,62.99
2729,female,58,36 fE,0.78,64.24
2730,female,21,85 pg,0.73,46.7
2731,female,67,25 wE,0.95,76.92
2732,male,53,82 BL,0.68,43.11
2733,male,30,15 Mu,0.63,61.88
2734,female,49,39 AD,0.9,84.54
2735,female,41,32 oJ,0.81,71.76
2736,female,43,65 xp,0.51,50.35
2737,female,78,02 gs,0.8,79.61
2738,female,39,64 PW,0.86,58.84
2739,female,65,85 dy,0.73,67.77
2740,female,53,99 FR,0.53,30.85
2741,male,39,23 TP,0.82,79.92
2742,female,17,42 Ek,0.65,46.34
2743,male,67,35 FH,0.73,80.38
2744,female,65,93 mT,0.82,77.26
2745,female,67,29 VN,0.88,73.6
2746,male,70,78 os,0.7,58.28
2747,female,52,53 qV,0.85,82.73
2748,male,56,07 Sm,0.61,75.28
2749,female,38,25 LT,0.9,82.59
2750,male,52,83 qy,0.74,66.5
2751,male,21,15 YZ,0.7,60.98
2752,male,62,59 zK,0.9,81.89
2753,male,39,86 OB,0.82,83.48
2754,male,77,22 Qv,0.92,94
2755,female,53,86 KP,0.91,75.59
2756,female,65,65 hZ,0.82,77.27
2757,female,46,11 jH,0.74,66.39
2758,female,58,86 BX,0.65,53.44
2759,male,18,20 gw,0.6,46.13
2760,female,62,51 kX,0.72,60.14
2761,female,5,43 bc,0.75,68.99
2762,male,30,61 uo,0.45,38.49
2763,male,51,35 Tp,0.69,58.82
2764,female,48,05 jq,0.88,70.6
2765,male,61,97 kB,0.91,71.36
2766,female,79,05 Ns,0.89,76.51
2767,male,21,74 FU,0.21,29
2768,female,35,06 Ny,0.74,78.05
2769,female,48,02 OV,0.47,37.17
2770,male,34,29 Af,0.79,70.81
2771,male,44,74 gV,0.5,39.51
2772,female,69,17 lg,0.85,80.33
2773,male,62,57 zE,0.64,53.54
2774,female,39,27 Wy,0.7,67.46
2775,male,63,42 gI,0.84,75.81
2776,female,52,12 JG,0.62,49.32
2777,female,56,58 oL,0.53,49.7
2778,female,65,78 kj,0.89,64.18
2779,female,78,11 tH,0.85,70.12
2780,male,34,05 WL,0.86,75.1
2781,male,72,50 jP,0.8,88.7
2782,male,55,32 ZF,0.77,75
2783,female,53,10 NC,0.49,39.03
2784,male,44,59 yA,0.46,46.33
2785,male,49,81 Fd,0.8,70.71
2786,female,64,98 zD,0.77,66.18
2787,female,38,38 vL,0.84,60.56
2788,male,50,98 me,0.86,83.75
2789,female,28,70 JQ,0.73,63.79
2790,female,42,16 Ai,0.74,55.29
2791,male,59,69 Cn,0.83,67.47
2792,male,65,22 Kq,0.92,97.76
2793,female,32,92 Ue,0.89,83.05
2794,female,38,09 tf,0.73,59.02
2795,male,61,45 vI,0.88,85.32
2796,male,68,03 ef,0.74,54.59
2797,female,46,55 qX,0.89,83.97
2798,female,58,53 jN,0.78,80.33
2799,female,27,48 Qi,0.93,72.46
2800,female,55,63 Kn,0.81,69.82
2801,female,58,73 ZM,0.85,97.99
2802,female,47,73 Iz,0.8,77.31
2803,male,30,78 cK,0.88,80.18
2804,male,67,78 HQ,0.61,53.69
2805,female,50,06 zY,0.59,37.74
2806,female,65,36 He,0.85,64.89
2807,male,39,85 dW,0.35,27.47
2808,male,60,15 id,0.49,40.58
2809,female,64,22 ro,0.53,47.38
2810,female,36,10 YP,0.93,86.32
2811,male,32,77 yD,0.51,45.81
2812,female,14,06 sQ,0.84,87.12
2813,female,29,25 SW,0.82,80.99
2814,male,18,01 Lm,0.76,62.36
2815,female,42,60 wd,0.76,74.07
2816,male,11,87 Zd,0.39,17.76
2817,female,63,89 dT,0.72,62.63
2818,female,32,52 Ct,0.91,87
2819,male,66,25 dL,0.91,79.44
2820,female,40,55 JO,0.84,84.51
2821,male,33,45 Jp,0.74,60.88
2822,female,47,90 na,0.85,84.77
2823,female,55,17 hf,0.73,62.47
2824,female,51,68 cc,0.8,73.34
2825,male,13,75 WT,0.77,78.18
2826,male,74,55 NI,0.63,58.97
2827,male,49,97 tR,0.72,54.37
2828,male,45,71 zZ,0.6,49.28
2829,female,64,19 eK,0.57,53.48
2830,female,39,47 Du,0.63,59.67
2831,male,43,62 Yj,0.54,34.53
2832,male,54,20 qg,0.68,49.51
2833,female,23,34 nZ,0.95,94.96
2834,female,57,57 no,0.87,66.02
2835,female,23,17 qN,0.8,69.88
2836,female,34,69 Pr,0.76,57.85
2837,male,80,21 Sq,0.91,67.99
2838,female,34,85 ZV,0.63,68.4
2839,male,56,42 Uz,0.97,77.24
2840,female,48,29 VT,0.49,22.88
2842,female,48,66 gG,0.84,79.62
2843,female,68,43 KM,0.77,72.39
2844,female,38,87 mj,0.66,79.42
2845,male,67,68 sV,0.9,83
2846,male,24,40 kr,0.79,77.65
2847,male,87,19 jH,0.33,41.88
2848,male,60,13 rR,0.57,46.89
2849,female,69,67 mA,0.53,45.36
2850,male,58,23 nZ,0.87,73.73
2851,female,40,69 pp,0.94,62.26
2852,male,57,75 KH,0.52,33.28
2853,female,35,00 Ww,0.98,90.51
2854,male,51,78 Mc,0.77,60.26
2855,male,72,23 fB,0.86,76.3
2856,male,42,53 eO,0.68,39.95
2857,female,33,54 XY,0.63,55.78
2858,male,64,67 UC,0.7,38.08
2859,male,47,15 ub,0.84,86.57
2860,male,62,50 gg,0.38,32.8
2861,male,48,75 YZ,0.5,41.13
2862,female,32,26 Ao,0.62,62.15
2863,female,34,80 bG,0.92,91.46
2864,female,35,55 yD,0.64,33.11
2865,male,45,96 jW,0.71,51.11
2866,female,36,20 nm,0.99,85.34
2867,male,69,79 rU,0.69,60.01
2868,female,45,08 iU,0.57,39.16
2869,female,69,65 sj,0.39,29.15
2870,male,46,63 En,0.97,91.87
2871,female,50,89 hP,0.85,80.43
2872,female,57,39 Lk,0.61,49.75
2873,male,72,40 VB,0.71,57.71
2874,male,59,65 Vb,0.9,77.95
2875,male,39,36 df,0.66,43.09
2876,female,40,79 Mw,0.67,54.16
2877,female,52,86 jV,0.71,69.84
2878,female,44,39 MQ,0.8,73.9
2879,male,63,14 AZ,0.61,55.98
2880,male,67,81 zt,0.58,53.43
2881,female,69,54 rp,0.57,52.87
2882,male,65,85 dG,0.57,40.22
2883,male,71,98 Df,0.77,58.77
2884,male,74,66 RB,0.68,45.65
2885,male,36,37 CU,0.71,59.08
2886,male,19,50 fi,0.83,78.07
2887,female,55,83 bU,0.58,46.42
2888,male,18,25 UL,0.41,16.29
2889,male,49,17 cf,0.5,43.72
2890,male,73,51 PL,0.31,33.51
2891,male,41,34 kK,0.72,53.44
2892,male,74,69 pL,0.49,46.07
2893,male,63,68 YU,0.76,84.73
2894,female,65,68 yU,0.85,94.64
2895,male,39,39 Sj,0.54,35.61
2896,female,66,79 Uu,0.43,34.91
2897,male,31,92 Km,0.9,89.26
2898,female,52,59 qN,0.91,79.28
2899,female,56,60 fo,0.82,57.18
2900,female,55,22 FF,0.86,75.78
2901,male,32,80 cW,0.83,78.7
2902,female,56,99 lh,0.58,46.14
2903,female,48,71 eP,0.65,54.28
2904,male,44,02 Kv,0.82,63.97
2905,female,39,61 TG,0.76,62.28
2906,female,55,66 sL,0.72,50.52
2907,female,73,66 uO,0.95,95.78
2908,female,77,43 Tw,0.87,85.44
2909,male,34,23 ll,0.71,63.96
2910,male,79,46 GT,0.84,74.08
2911,male,57,53 Nn,0.8,69.87
2912,female,49,64 PM,0.9,97.02
2913,female,32,06 oS,0.72,60.17
2915,female,36,87 xv,0.78,76.5
2916,female,40,25 nf,0.83,58.46
2917,male,30,58 fz,0.27,31.63
2918,male,29,50 Mx,0.8,60.22
2919,female,35,09 aA,0.69,38.87
2920,female,44,92 ZG,0.41,46.12
2921,male,31,89 rd,0.72,66.72
2922,female,50,89 Ea,0.65,63.88
2923,female,46,14 oq,0.68,57.34
2924,male,66,89 te,0.92,71.63
2925,male,54,94 Wz,0.84,65.09
2926,female,59,92 Zz,0.93,87.42
2927,male,43,36 jy,0.88,76.58
2928,female,50,74 uI,0.55,53.2
2929,male,34,86 vq,0.73,56.73
2930,male,34,62 kh,0.89,68.77
2931,female,77,75 xQ,0.9,77.11
2932,female,65,57 SF,0.87,81.22
2933,male,35,10 rf,0.67,50.55
2934,male,62,58 ia,0.88,77.23
2935,female,38,77 bl,0.88,89.02
2936,male,39,96 ny,0.8,70.97
2937,female,62,99 Pb,0.9,67.89
2938,male,31,77 wd,0.82,77.31
2939,male,71,30 hL,0.6,45.39
2940,female,27,88 Dr,0.64,74.24
2941,female,30,05 WR,0.81,70.1
2942,female,51,18 Zg,0.86,69.28
2943,male,65,16 zR,0.42,25.54
2944,male,28,27 WC,0.75,76.54
2945,male,49,60 iY,0.54,61.14
2946,male,68,86 Lg,0.96,98.02
2947,male,28,48 Tz,0.84,80.39
2948,female,68,79 bf,0.94,97.26
2949,male,52,52 dD,0.91,83.42
2950,male,65,46 Em,0.8,73.39
2951,male,29,52 Nk,0.8,59.35
2952,female,34,70 by,0.74,60.96
2953,female,36,91 Bq,0.79,75.24
2954,female,73,40 Ee,0.66,56.71
2955,male,58,61 Ml,0.54,50.21
2956,male,49,48 Gj,0.52,40.94
2957,female,38,16 jJ,0.82,89.99
2958,male,56,48 Pd,0.82,77.58
2959,female,54,46 et,0.9,72.96
2960,female,46,89 GO,0.58,34.03
2961,female,39,36 LN,0.49,23.48
2962,male,48,80 hh,0.42,33.53
2963,female,34,44 wp,0.52,30.22
2964,female,17,71 iD,0.82,90.72
2965,male,69,46 sg,0.63,40.15
2966,male,36,97 YQ,0.9,76.33
2967,female,62,94 gL,0.85,72.92
2968,male,60,74 QS,0.46,22.26
2969,female,56,84 km,0.35,36.29
2970,male,36,24 Nq,0.88,97.96
2971,female,38,44 wv,0.62,58.22
2972,female,60,48 po,0.93,74.17
2973,female,53,48 fw,0.51,50.8
2974,female,75,78 wK,0.76,70.86
2975,male,58,57 Zf,0.53,24.42
2976,male,42,32 gs,0.64,41.99
2977,male,54,41 oT,0.74,63.25
2978,male,62,20 HJ,0.41,22.85
2979,male,45,03 AR,0.83,68.99
2980,female,64,47 BJ,0.63,50.84
2981,male,24,89 jl,0.76,54.53
2982,male,71,27 Ns,0.56,32.33
2983,female,46,67 qC,0.7,65.53
2984,male,65,14 OY,0.66,39.25
2985,male,80,32 FQ,0.44,45.36
2986,female,71,27 df,0.88,92.53
2987,female,43,53 Ob,0.95,89.36
2988,female,24,53 Pq,0.77,66.97
2989,male,49,25 WZ,0.53,21.76
2990,male,61,63 CK,0.57,62.94
2991,male,74,11 fF,0.77,52.81
2992,female,21,52 Iu,0.93,72.93
2993,male,55,11 sY,0.5,30.48
2994,female,50,19 OX,0.67,56.22
2995,female,51,57 ug,0.72,65
2996,male,38,70 aA,0.72,77.39
2997,male,53,16 FH,0.72,51.81
2998,female,26,53 cq,0.73,67.45
2999,male,43,87 GR,0.69,50.86
3000,male,59,06 jz,0.51,35.7
3001,male,31,09 VM,0.71,64.98
3002,female,51,36 fP,0.48,23.53
3003,female,63,76 Ue,0.84,71.9
3004,male,57,45 yP,0.46,40.57
3005,female,25,87 jz,0.65,50.17
3006,female,46,79 pR,0.81,80.18
3007,female,34,62 qF,0.86,68.32
3008,male,10,18 pI,0.64,40.07
3009,male,52,55 ss,0.96,85.72
3010,male,42,64 pM,0.72,52.6
3011,female,76,77 wW,0.96,88.69
3012,male,29,05 kv,0.65,57.3
3013,male,22,19 bK,0.48,32.4
3014,male,49,41 kp,0.41,47.43
3015,female,37,86 YX,0.85,55.97
3016,male,60,37 Gw,0.73,46.61
3017,male,65,39 nm,0.83,69.97
3018,female,45,11 hu,0.64,40.82
3019,male,31,04 JL,0.73,48.11
3020,female,54,53 vT,0.72,58.17
3021,female,64,70 BC,0.81,80.78
3022,male,44,35 LS,0.79,85.13
3023,female,35,67 Im,0.67,48.74
3024,female,48,96 uM,0.25,5.77
3025,male,39,00 mx,0.7,77.32
3026,female,55,97 uh,0.98,84.79
3027,male,37,21 CC,0.62,72.64
3028,female,52,88 EQ,0.56,47.24
3029,female,62,18 Om,0.72,43.71
3030,male,61,53 mp,0.73,64.19
3031,female,28,49 GF,0.51,30.93
3032,male,44,29 PV,0.86,88.44
3033,male,63,33 Xl,0.8,71.78
3034,female,26,42 KU,0.81,79.22
3035,male,54,67 qE,0.89,89.99
3036,female,41,87 bG,0.51,16.73
3037,female,52,94 Mo,0.89,77.51
3038,male,46,97 ue,0.69,69.22
3039,male,32,75 wl,0.96,83.91
3040,female,64,72 AT,0.83,72.94
3041,male,30,44 EH,0.7,69.06
3042,female,54,61 QL,0.67,63.31
3043,female,28,22 HP,0.91,81.96
3044,male,76,85 rX,0.61,52.52
3045,female,57,50 kW,0.75,63.83
3046,female,47,62 AC,0.83,72.89
3047,female,77,69 DH,0.73,52.95
3048,female,31,85 Lo,0.63,60.74
3049,female,59,94 Zb,0.87,88.63
3050,female,69,73 nV,0.71,63.98
3051,male,85,66 Fn,0.47,30.54
3052,female,47,29 Ib,0.89,72.8
3054,male,51,61 Jk,0.78,69.95
3055,male,28,13 FT,0.75,57.44
3056,male,37,47 UT,0.82,60.43
3057,male,62,64 Gj,0.64,51.67
3058,female,62,29 Sh,0.7,67.4
3059,male,47,71 iS,0.64,55.13
3060,female,64,76 zN,0.79,71.91
3061,male,35,51 zb,0.82,60.93
3062,female,35,98 aw,0.95,86.63
3063,male,39,44 Lr,0.8,53.9
3064,female,56,28 lQ,0.67,49.01
3065,female,34,31 ai,0.88,90.84
3066,male,69,46 mv,0.89,69.5
3067,male,65,43 rw,0.74,64.75
3068,male,38,91 yT,0.84,70.89
3069,female,57,04 nR,0.6,57.21
3070,female,57,67 GQ,0.61,45.4
3071,male,42,06 jQ,0.63,49.25
3072,male,58,36 nt,0.78,86.34
3073,female,44,75 BI,0.86,91.55
3074,female,29,14 rw,0.77,77.94
3075,male,51,89 qG,0.51,42.51
3076,male,55,67 Tp,0.66,64.09
3077,female,30,55 LP,0.68,53.08
3078,female,68,11 Fs,0.7,66.47
3079,female,57,40 Hp,0.91,84.84
3080,male,32,25 ZZ,0.91,81.31
3081,female,26,71 Br,0.82,71.95
3082,female,65,58 ED,0.88,65.74
3083,male,46,42 Yj,0.55,39.77
3084,male,29,55 hf,0.82,86.22
3086,male,58,61 HZ,0.34,21.58
3087,female,53,71 iz,1,72.04
3089,male,43,71 dN,0.89,85.16
3090,female,63,96 eT,0.97,86.61
3091,female,32,34 dm,0.69,39.5
3092,female,24,49 Jq,0.94,78.78
3093,female,67,28 HR,0.39,32.14
3094,male,40,88 ge,0.62,55.86
3095,male,15,72 RR,0.64,69.65
3096,female,31,69 mX,0.88,78.67
3097,female,54,75 NC,0.87,88.26
3098,female,54,63 TT,0.92,61.42
3099,male,29,97 Zh,0.64,38.54
3100,male,66,01 Oy,0.87,69.37
3101,male,24,80 Bc,0.9,76.24
3102,male,48,51 ZM,0.86,49.38
3103,male,64,43 Ah,0.84,76.79
3104,male,49,68 aw,0.78,60.57
3105,male,32,54 nL,0.87,91.11
3106,female,43,91 wf,0.75,63.69
3107,female,48,84 uI,0.85,58.19
3108,male,80,82 fF,0.44,39.96
3109,female,48,25 mQ,0.68,77.69
3110,male,59,39 Xi,0.89,82.94
3111,female,55,99 mb,0.71,86.22
3112,male,50,50 Rb,0.89,71.92
3113,male,36,72 Gi,0.65,71.15
3114,male,72,46 np,0.58,53.23
3115,male,69,97 jP,0.96,92.42
3116,male,9,42 Ib,0.85,80.83
3117,male,65,05 Fu,0.8,68.18
3118,male,66,93 kp,0.89,90.3
3119,male,54,93 KO,0.69,65.33
3120,male,20,94 HL,0.7,62.62
3122,female,39,05 Rs,0.82,71.58
3123,female,59,14 VB,0.78,63.83
3124,female,54,09 uU,0.82,68.49
3125,male,40,07 uZ,0.9,80.3
3126,female,46,50 nv,0.49,32.17
3127,male,50,31 xI,0.75,64.59
3128,male,61,57 qH,0.97,75.09
3129,male,47,45 pq,0.8,68.56
3131,male,52,88 jV,0.84,53.13
3132,female,33,14 mG,0.78,59.3
3133,female,49,56 Vf,0.83,66.83
3134,male,57,18 sZ,0.82,47.43
3135,female,47,12 bk,0.85,73.9
3136,male,51,10 jD,0.64,62.69
3137,female,18,28 EK,0.91,86.55
3138,female,40,86 eo,0.73,53.78
3139,male,60,43 BY,0.65,47.58
3140,female,37,87 UY,0.82,92.07
3141,female,40,31 Ki,0.84,67.26
3142,male,65,39 Gc,0.88,90.76
3143,male,42,68 mH,0.81,73.96
3144,male,78,71 fC,0.92,83.68
3145,female,36,60 wa,0.88,73.56
3146,female,60,57 AK,0.75,69.24
3147,male,42,48 SH,0.91,75.93
3148,female,43,20 AB,0.96,73.47
3149,female,36,40 rj,0.92,86.16
3150,male,35,25 AR,0.62,29.81
3151,female,62,79 dY,0.85,81.93
3152,male,55,75 XO,0.81,57.79
3153,female,54,63 qJ,0.72,87.62
3154,female,66,72 Ga,0.78,72.31
3155,female,33,41 lp,0.94,81.84
3156,male,41,09 WD,0.75,63.79
3157,female,49,70 xe,0.94,59.76
3158,male,58,29 DX,0.8,77.95
3159,male,46,73 ht,0.71,33.16
3160,male,80,47 VY,0.15,6.82
3161,male,40,86 fg,0.74,53.28
3162,female,47,64 BQ,0.77,74.64
3163,male,27,93 oi,0.69,56.13
3164,male,35,68 Fl,0.79,72.7
3165,male,47,99 TC,0.64,49.7
3166,female,52,23 iv,0.7,59.4
3167,female,23,83 cS,0.81,62.62
3168,female,51,76 kF,0.89,68.66
3169,female,79,63 FU,0.68,63.18
3170,female,39,95 oR,0.82,89.87
3171,male,32,85 dE,0.83,81.99
3172,female,27,87 DM,0.74,64.46
3173,male,45,69 Vs,0.61,47.71
3174,female,68,79 rp,0.83,65.4
3175,male,64,96 xK,0.64,58.21
3176,male,35,64 lM,0.75,66.8
3177,male,64,60 TX,0.83,76.82
3178,female,55,04 ds,0.61,30.25
3179,female,41,51 dc,0.84,56.77
3180,male,73,43 ef,0.55,55.56
3181,male,55,75 AG,0.83,76.04
3182,male,39,83 LI,0.45,26.72
3183,female,42,93 DP,0.53,51.04
3184,male,53,55 qg,0.76,59.23
3185,female,31,47 ME,0.86,75.08
3186,male,52,86 fY,0.92,96.44
3187,male,61,45 RN,0.84,83.82
3188,female,38,24 EH,0.78,62.66
3189,male,37,00 CW,0.6,34.7
3190,female,56,95 ZG,0.53,37.07
3191,male,46,30 sk,0.86,59.82
3192,female,44,69 Yt,0.93,80.17
3193,male,50,90 ol,0.86,67.42
3194,female,40,60 JP,0.91,81.09
3195,female,71,37 xd,0.79,74.27
3196,male,64,75 Pc,0.94,84.46
3197,male,43,19 Ij,0.57,57.33
3198,male,36,64 Vv,0.69,54.74
3199,female,51,60 kn,0.86,88.52
3200,male,48,12 is,0.37,35.56
3201,female,44,16 ha,0.74,68.51
3202,female,67,84 ho,0.75,70.73
3203,male,27,80 iS,0.49,40.58
3204,male,24,08 xS,0.6,35.24
3205,male,44,81 DF,0.85,62.83
3206,male,41,81 bR,0.73,79.65
3207,female,42,70 rT,0.8,76.79
3208,male,52,58 uK,0.64,60.71
3209,female,78,10 dZ,0.89,95.19
3210,male,70,98 Nw,0.65,46.81
3211,male,46,91 es,0.75,62.66
3212,female,70,42 iU,0.81,54.51
3213,female,54,36 hF,0.62,30.32
3214,male,67,11 uN,0.31,22.86
3215,female,71,67 Pb,0.63,53.52
3216,male,52,55 Os,0.86,78.33
3217,female,59,11 VG,0.55,38.4
3218,male,45,71 FZ,0.55,49.37
3219,male,34,31 DW,0.82,88.96
3220,female,38,78 lG,0.83,76.15
3221,female,32,02 hS,0.74,65.84
3222,male,40,03 wt,0.5,53.65
3223,female,40,02 gg,0.59,46.84
3224,male,64,33 Ke,0.74,49.02
3225,female,64,62 fg,0.74,75.59
3226,male,29,88 Ad,0.88,76.97
3227,female,54,11 ps,0.72,74.32
3228,male,88,40 Xg,0.92,61.59
3229,female,65,28 Jv,0.49,35.45
3230,male,38,45 FN,0.46,44.47
3231,male,49,47 tc,0.35,26.5
3232,male,42,95 kF,0.81,57.29
3233,female,10,54 gU,0.88,74.67
3234,male,70,76 xR,0.46,27.53
3235,male,35,48 je,0.49,27.85
3236,female,66,66 ag,0.85,74.71
3237,male,41,13 Bz,0.69,42.15
3238,female,56,31 Jo,0.5,55.11
3239,male,35,50 EE,0.66,76.09
3240,male,42,53 Lo,0.74,56.29
3241,female,72,16 iv,0.9,72.22
3242,female,41,43 qP,0.91,75.46
3244,male,44,04 wz,0.75,53.5
3245,male,15,65 cV,0.84,71.04
3246,male,50,88 ej,0.84,85.74
3247,female,36,61 pk,0.82,65.3
3248,female,18,64 pS,0.84,83.61
3249,female,48,78 Hr,0.96,87.56
3250,female,55,44 Ka,0.81,77.48
3251,female,53,81 CL,0.92,95.73
3252,male,40,06 Dx,0.61,55.92
3253,female,53,41 KQ,0.77,62.71
3254,female,55,00 JT,0.8,75.68
3255,female,79,62 BW,0.84,66.67
3256,male,54,60 KO,0.82,70.01
3257,male,36,37 DM,0.77,67.3
3258,female,47,40 Dn,0.8,70.27
3259,female,49,18 pj,0.58,60.4
3260,female,57,03 Ic,0.69,66.46
3261,female,50,16 hk,0.67,53.47
3262,female,58,59 Ut,0.71,72.7
3263,male,39,33 mK,0.65,56.64
3264,male,45,06 Gx,0.78,72.32
3265,female,51,56 jH,0.79,78.69
3266,female,64,30 ei,0.83,70.39
3267,male,33,77 pb,0.41,25.66
3268,male,56,77 tp,0.37,26.67
3269,male,29,97 pb,0.81,77.35
3270,male,61,88 MK,0.71,53.51
3271,female,23,97 EP,0.8,71.52
3272,female,72,41 xK,0.45,31.85
3273,female,33,42 Ns,0.76,69.96
3274,male,59,64 ra,0.44,37.72
3275,female,38,93 Aq,0.82,55.68
3276,female,34,43 gr,0.83,56.2
3277,female,72,64 sa,0.85,70.59
3278,female,34,50 xI,0.86,75.74
3279,male,39,66 Ub,0.7,48.66
3280,female,30,45 CJ,0.56,29.83
3281,male,38,84 Of,0.92,94.3
3282,male,47,77 BH,0.47,44.88
3283,male,76,93 rX,0.67,70.71
3284,male,38,54 Vv,0.95,77.41
3285,female,73,86 iC,0.91,67.49
3286,female,37,68 Wq,0.99,73.05
3287,male,40,53 JX,0.47,28.23
3288,female,79,93 ew,0.95,81.89
3289,female,31,91 CM,0.88,91.85
3290,female,66,55 Ad,0.7,58.46
3291,male,49,91 cL,0.73,57
3292,male,51,02 ob,0.45,15.74
3293,female,51,75 SI,0.97,68.33
3294,male,63,85 Rm,0.76,68.58
3295,female,67,36 jc,0.83,81.52
3296,male,61,06 QF,0.82,77.55
3297,female,54,57 Ha,0.37,36.51
3298,female,44,25 jv,0.79,68.08
3299,male,69,58 AW,0.73,65.84
3300,male,35,23 Ru,0.74,68.1
3301,male,43,61 vQ,0.65,41.4
3302,female,69,38 tq,0.81,59.12
3303,female,39,16 Xv,0.75,56.13
3304,male,32,59 UY,0.89,89.06
3305,female,48,21 lh,0.9,75.66
3306,female,50,88 Uy,0.74,60.19
3307,male,31,64 IN,0.66,33.9
3308,female,49,77 Li,0.66,46.23
3309,female,43,71 Cm,0.95,76.18
3310,female,64,77 vF,0.7,56.18
3311,male,65,87 Yo,0.83,70.9
3312,female,49,15 Fg,0.75,58.33
3313,male,70,70 fP,0.74,46.89
3314,female,74,45 Hn,0.66,63.28
3315,female,26,18 kY,0.81,75.35
3316,female,46,37 Vp,0.92,87.39
3317,male,36,12 lR,0.35,40.53
3318,male,25,28 CM,0.9,73.1
3319,female,43,28 ho,0.57,42.75
3320,male,15,50 WE,0.66,59.41
3321,male,53,00 qd,0.61,43.87
3322,female,6,39 WV,0.62,44.8
3323,male,73,24 BH,0.79,81.2
3324,male,46,46 oa,0.9,71.88
3325,male,55,31 sf,0.73,55.8
3326,male,35,54 CG,0.61,56.64
3327,male,52,12 Oy,0.78,51.49
3328,female,76,41 gU,0.68,81.04
3329,female,54,07 vU,0.78,83.28
3330,male,52,01 an,0.65,52.6
3331,male,32,54 uZ,0.91,83.33
3332,male,49,17 dm,0.61,54.64
3333,female,64,26 TT,0.62,40.31
3334,female,44,96 To,0.88,67.74
3335,male,58,88 Fi,0.62,49.31
3336,female,41,73 XN,0.84,86.48
3337,female,63,59 uR,0.76,74.25
3338,male,46,06 IG,0.75,52.75
3339,female,27,04 PP,0.37,52.19
3340,female,24,18 NC,0.85,76.37
3341,female,15,52 Pb,0.66,44.96
3342,female,17,16 tF,0.28,14.24
3343,male,29,30 NS,0.81,62.79
3344,male,52,73 Xq,0.68,63.55
3345,male,39,34 gD,0.69,55.91
3346,female,39,22 dJ,0.68,63.92
3347,male,47,45 yY,0.77,63.22
3348,female,54,12 EP,0.58,51.48
3349,male,56,71 fz,0.84,83.58
3350,male,39,85 kK,0.73,54.84
3351,female,48,24 CK,0.86,77.76
3352,female,46,13 jl,0.51,30.96
3353,female,62,01 Fc,0.73,59.77
3354,male,31,78 Mr,0.95,89.78
3355,male,28,56 HF,0.44,28.12
3356,male,5,67 gl,0.64,54.27
3357,male,40,79 lV,0.37,39.6
3358,female,34,07 PG,0.78,62.68
3359,female,47,68 Ca,0.9,84.8
3360,female,36,14 Pm,0.81,79.22
3361,male,82,71 OH,0.65,73.58
3362,female,38,17 yF,0.46,47.24
3363,female,53,69 CF,0.7,50.17
3364,female,41,68 hD,0.66,45.4
3365,female,59,71 SH,0.85,82.55
3366,male,50,66 WX,0.73,58.48
3367,female,53,70 iQ,0.92,99.54
3368,female,54,60 Ov,0.77,53.24
3369,female,26,63 Ff,0.77,73.1
